age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,age_can_class,contact_var,was_contacted,pweek,quarter,education_lvl
30,1,0,1,0,0,1,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,1
30,2,1,1,1,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
43,7,0,3,0,0,0,0,6,2,28,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,28,0,0,2,0
32,2,1,6,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
34,2,1,6,0,0,0,0,6,2,32,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,32,0,0,2,3
44,3,1,5,1,1,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
31,7,0,2,0,1,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
29,2,0,3,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
51,8,0,6,1,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
58,4,0,6,0,1,0,0,6,2,12,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,12,0,0,2,3
33,3,0,3,1,0,0,0,6,2,7,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,7,0,0,2,0
52,2,2,6,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
57,3,0,0,1,1,0,0,6,2,5,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,5,0,0,2,0
24,2,1,1,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,1,1,1,0,0,2,1
27,7,0,1,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
42,2,0,6,1,1,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,3
30,1,0,6,1,1,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
28,3,1,0,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
31,7,2,0,0,1,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,1,0,0,2,0
32,3,0,2,0,2,2,0,6,2,5,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,5,0,0,2,0
33,3,1,3,1,1,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,0
42,6,0,6,0,0,0,0,6,2,7,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,7,0,0,2,3
29,3,1,1,0,1,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
30,3,0,2,1,1,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,2,0,0,2,0
34,2,0,6,1,0,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,3
40,3,0,3,0,0,1,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,2,0,0,2,0
28,11,1,6,1,0,0,0,6,2,5,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,5,0,0,2,3
45,1,1,1,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,1
35,3,0,0,1,0,0,0,6,2,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,0
35,3,0,3,1,0,0,0,6,2,18,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,18,0,0,2,0
26,8,0,6,0,1,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
60,2,0,6,1,0,0,0,6,2,7,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,7,0,0,2,3
51,4,0,4,0,0,1,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,2
36,1,2,4,0,0,0,0,6,2,4,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,4,0,0,2,2
35,4,0,4,0,1,0,0,6,2,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,2
39,8,0,6,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
31,3,1,1,0,1,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,1
40,3,0,3,0,1,1,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
30,7,0,2,1,0,0,0,6,2,10,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,10,0,0,2,0
40,4,0,4,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,2
46,2,0,1,0,0,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,1
45,2,0,5,0,0,0,0,6,2,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,0
39,3,0,2,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
41,3,0,3,1,0,0,0,6,2,13,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,13,0,0,2,0
36,2,0,4,0,1,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,2
57,3,2,5,1,0,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,0
38,3,0,3,1,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
42,1,2,2,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
39,2,0,6,0,1,1,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
51,3,0,3,0,1,0,0,6,2,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,0
32,3,0,0,1,1,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
57,2,2,5,1,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
50,3,2,3,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
27,3,0,3,0,1,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
38,4,1,4,0,0,1,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,2
50,2,0,6,0,1,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,3
46,4,0,1,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,1
26,3,1,1,0,1,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,1
29,2,0,1,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,1
32,3,2,3,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
33,2,0,1,0,0,1,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,1
59,2,0,6,0,1,1,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,3
33,2,0,6,0,0,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,3
58,3,0,1,0,1,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
42,3,2,0,0,0,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,0
32,2,1,6,1,1,0,0,6,2,5,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,5,0,0,2,3
50,1,2,0,1,0,0,0,6,2,4,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,4,0,0,2,0
43,3,0,0,1,1,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,0
46,6,0,3,1,1,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
28,2,0,1,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
29,1,0,1,0,0,0,0,6,2,5,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,5,0,0,2,1
45,1,0,1,1,0,0,0,6,2,7,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,7,0,0,2,1
31,3,0,3,0,1,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,0
42,2,0,5,1,0,0,0,6,2,21,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,21,0,0,2,0
31,4,1,4,0,0,0,0,6,2,5,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,5,0,0,2,2
53,1,0,1,1,0,0,0,6,2,8,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,8,0,0,2,1
31,0,0,6,0,0,1,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,3
27,1,1,1,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
40,3,0,3,1,0,0,0,6,2,4,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,4,0,0,2,0
40,2,1,6,1,1,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,3
40,3,2,3,1,0,1,0,6,2,6,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,6,0,0,2,0
58,8,0,6,0,0,0,0,6,2,4,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,4,0,0,2,3
31,6,1,6,0,1,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,3
60,5,1,1,0,0,0,0,6,2,4,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,4,0,0,2,1
38,3,0,3,0,1,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,0
27,3,1,1,0,1,0,0,6,2,5,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,5,0,0,2,1
59,4,0,5,0,0,0,0,6,2,4,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,4,0,0,2,0
36,3,1,3,1,0,0,0,6,2,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,0
40,1,0,5,0,1,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
58,5,0,0,1,1,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,0
35,3,0,3,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
54,1,0,1,0,1,0,0,6,2,5,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,5,0,0,2,1
34,3,0,0,1,0,1,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
42,1,0,1,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
36,3,0,3,0,1,1,0,6,2,18,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,18,0,0,2,0
45,3,0,3,1,0,0,0,6,2,7,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,7,0,0,2,0
31,3,0,3,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
33,3,0,3,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
37,2,2,3,0,0,0,0,6,2,7,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,7,0,0,2,0
29,2,1,6,1,0,1,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,3
40,3,0,0,0,0,0,0,6,2,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,0
30,2,0,1,0,1,0,0,6,2,10,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,10,0,0,2,1
32,2,1,6,1,0,0,0,6,2,12,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,12,0,0,2,3
46,0,2,2,0,1,0,0,6,2,8,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,8,0,0,2,0
30,2,1,1,0,1,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
29,6,1,6,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,3
35,10,0,1,0,0,1,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
37,0,0,0,0,1,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
47,8,0,0,1,2,2,0,6,2,8,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,8,0,0,2,0
42,3,0,3,1,0,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,0
59,5,0,4,0,1,0,0,6,2,8,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,8,0,0,2,2
45,4,2,4,0,1,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,2
29,8,1,4,0,0,0,0,6,2,7,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,7,0,0,2,2
31,3,1,1,1,1,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
34,3,0,0,1,1,0,0,6,2,8,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,8,0,0,2,0
48,1,1,1,1,0,1,0,6,2,5,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,5,0,0,2,1
40,8,0,1,1,1,0,0,6,2,5,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,5,0,0,2,1
45,1,0,1,0,1,0,0,6,2,7,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,7,0,0,2,1
32,8,2,6,0,0,1,0,6,2,21,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,21,0,0,2,3
33,3,0,3,0,0,0,0,6,2,7,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,7,0,0,2,0
42,3,0,1,1,1,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
38,1,2,2,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
47,2,0,6,0,1,0,0,6,2,9,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,9,0,0,2,3
41,6,0,6,0,0,0,0,6,2,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,3
41,3,0,0,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
43,6,0,1,0,1,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,1
34,1,1,1,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
34,3,0,0,1,0,0,0,6,2,5,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,5,0,0,2,0
52,7,0,1,1,1,0,0,6,2,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,1
48,3,0,4,0,0,0,0,6,2,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,2
37,4,0,1,0,1,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,1
41,3,0,0,1,0,0,0,6,2,4,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,4,0,0,2,0
47,4,0,4,0,0,0,0,6,2,20,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,20,0,0,2,2
46,2,0,1,1,0,0,0,6,2,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,1
42,2,0,6,0,0,0,0,6,2,14,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,14,0,0,2,3
28,1,1,1,0,0,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,1
36,2,1,6,0,1,1,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,3
49,2,0,6,0,0,0,0,6,2,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,3
37,2,0,1,1,1,0,0,6,2,4,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,4,0,0,2,1
28,3,1,3,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
35,10,0,6,0,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
56,7,0,1,1,0,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,1
42,3,0,3,0,0,0,0,6,2,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,0
36,3,0,3,0,0,0,0,6,2,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,0
36,2,0,6,0,1,0,0,6,2,11,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,11,0,0,2,3
45,10,0,1,0,0,0,0,6,2,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
57,2,2,5,1,0,0,0,6,2,19,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,19,0,0,2,0
46,7,0,3,1,0,0,0,6,2,7,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,7,0,0,2,0
28,3,0,2,1,0,0,0,6,2,7,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,7,0,0,2,0
36,3,0,3,1,0,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
38,1,0,1,1,0,0,0,6,2,11,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,11,0,0,2,1
36,2,1,1,0,1,0,0,6,2,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,1
45,4,0,6,1,0,1,0,6,2,4,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,4,0,0,2,3
35,1,0,1,1,0,0,0,6,3,14,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,14,0,0,2,1
30,3,1,3,0,0,0,0,6,3,11,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,11,0,0,2,0
35,3,0,0,1,1,0,0,6,3,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,0
42,4,1,1,0,1,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,1
44,2,0,6,0,1,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
48,5,0,0,1,0,0,0,6,3,8,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,8,0,0,2,0
26,2,1,1,0,1,1,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,1
30,1,2,3,0,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
56,3,0,3,1,0,0,0,6,3,6,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,2,0
26,3,0,3,0,1,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
50,2,0,6,0,1,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
34,10,0,0,0,1,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
52,5,0,0,0,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,1,0,0,2,0
58,2,1,6,0,0,1,0,6,3,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,3
50,4,0,4,0,0,0,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,2
43,3,0,0,0,1,0,0,6,3,4,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,4,0,0,2,0
46,3,0,4,1,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,2
45,3,0,0,1,1,0,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
31,2,0,1,1,1,1,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
39,1,0,1,1,1,0,0,6,3,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,1
31,4,0,4,0,1,0,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,2
34,6,0,6,1,0,1,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,3
46,3,0,2,0,1,0,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
30,3,0,0,0,1,0,0,6,3,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,0
30,11,1,1,0,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,1,0,0,2,1
37,4,1,1,0,2,2,0,6,3,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,1
38,9,0,2,0,0,0,0,6,3,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,0
41,2,0,6,0,0,0,0,6,3,4,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,4,0,0,2,3
48,2,2,1,0,0,0,0,6,3,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,1
39,3,0,3,0,2,2,0,6,3,4,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,4,0,0,2,0
41,8,0,0,0,1,0,0,6,3,3,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,3,0,0,2,0
57,3,0,0,1,1,0,0,6,3,5,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,5,0,0,2,0
31,3,0,2,0,1,0,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
41,9,1,5,1,1,1,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
54,2,2,5,1,0,0,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
42,3,1,0,0,0,0,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,0
32,3,0,4,0,1,0,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,2
47,2,2,6,0,0,0,0,6,3,4,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,4,0,0,2,3
26,9,1,1,1,1,1,0,6,3,15,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,15,0,0,2,1
39,2,0,1,0,1,0,0,6,3,4,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,4,0,0,2,1
36,10,0,2,1,0,0,0,6,3,5,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,5,0,0,2,0
26,3,1,2,0,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
32,3,1,6,0,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
29,7,0,1,1,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,1
30,2,0,6,0,1,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
38,2,1,6,0,0,1,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,1,0,0,2,3
25,2,1,1,0,1,1,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,1
33,2,0,6,0,0,0,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,3
41,4,0,3,1,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
31,3,0,0,1,1,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
29,2,0,1,0,1,0,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,1
42,2,0,2,0,1,1,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
35,2,1,1,0,0,0,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,1,0,2,0,0,2,1
60,2,0,1,0,0,1,0,6,3,8,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,8,0,0,2,1
48,2,0,1,0,1,1,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,1
58,3,2,5,0,1,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
46,2,0,1,0,1,1,0,6,3,10,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,10,0,0,2,1
30,1,1,4,0,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,2
31,3,0,2,1,0,0,0,6,3,4,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,4,0,0,2,0
34,2,1,6,0,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
37,2,2,6,0,0,0,0,6,3,2,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,2,0,0,2,3
24,11,1,1,0,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,1,1,0,0,2,1
58,1,0,0,0,1,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
59,5,0,4,0,1,0,0,6,3,9,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,9,0,0,2,2
36,10,0,6,0,1,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
28,6,1,6,0,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,3
31,3,0,3,0,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
23,3,1,3,0,1,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,1,1,0,0,2,0
34,4,2,3,0,0,0,0,6,3,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1,0,0,2,0
40,2,0,1,0,1,1,0,6,3,10,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,10,0,0,2,1
46,4,0,4,1,1,0,0,6,3,8,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,8,0,0,2,2
