age,age_can_class,job,marital,education_lvl,education,default,housing,loan,contact,quarter,month,day_of_week,campaign,previous,contact_var,was_contacted,pweek,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
60,0,6,2,3,6,0,1,0,0,2,6,1,4,0,4,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
30,0,1,1,0,5,0,0,0,0,2,6,1,1,0,1,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,0,1,1,1,1,0,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,0,4,2,2,4,0,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,0,2,2,3,6,0,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
52,0,10,0,0,0,1,1,0,0,2,6,1,2,0,2,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
60,0,5,0,0,0,1,0,0,0,2,6,1,4,0,4,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
25,0,8,1,3,6,0,0,0,0,2,6,1,7,0,7,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,0,2,1,1,1,0,0,0,0,2,6,1,1,0,1,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
40,0,1,1,1,1,0,1,1,0,2,6,1,21,0,21,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,0,2,2,1,1,0,0,1,0,2,6,1,15,0,15,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
58,0,7,1,0,0,1,0,0,0,2,6,1,6,0,6,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
37,0,4,0,0,2,0,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
42,0,3,0,0,2,0,0,0,0,2,6,1,4,0,4,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,1,0,1,1,0,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
31,0,3,1,1,1,0,1,0,0,2,6,1,2,0,2,0,0,0,1.4,94.465,-41.8,4.96,5228.1,1
30,0,4,0,2,4,0,0,1,0,2,6,1,1,0,1,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
47,0,9,0,0,5,1,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,0,2,0,3,6,0,1,0,0,2,6,1,14,0,14,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
29,0,2,0,3,6,0,0,0,0,2,6,1,4,0,4,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
28,0,1,0,0,5,0,0,0,0,2,6,1,1,0,1,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
50,0,1,1,1,1,0,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
25,0,7,1,1,1,1,1,0,0,2,6,1,1,0,1,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,0,4,0,3,6,1,0,0,0,2,6,1,1,0,1,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,0,3,0,0,3,0,0,1,0,2,6,1,30,0,30,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
24,1,3,0,0,3,1,0,0,0,2,6,1,2,0,2,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
52,0,5,2,0,0,0,1,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
59,0,5,0,0,0,1,1,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
26,0,3,0,0,3,0,1,0,0,2,6,1,35,0,35,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
55,0,3,0,0,0,1,0,0,0,2,6,1,1,0,1,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
31,0,3,0,0,3,0,0,0,0,2,6,1,21,0,21,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
37,0,4,1,1,1,0,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
36,0,6,1,3,6,0,0,0,0,2,6,1,6,0,6,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
54,0,4,0,3,6,1,0,0,0,2,6,1,4,0,4,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
24,1,1,1,1,1,0,1,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
53,0,4,0,2,4,1,0,0,0,2,6,1,1,0,1,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
28,0,2,0,3,6,0,1,0,0,2,6,1,2,0,2,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,4,0,2,4,0,1,0,0,2,6,1,2,0,2,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
57,0,1,2,1,1,0,0,0,0,2,6,1,1,0,1,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
48,0,4,0,1,1,0,2,2,0,2,6,1,1,0,1,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,0,2,0,3,6,0,0,0,0,2,6,1,1,0,1,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
48,0,7,2,0,0,0,0,1,0,2,6,1,2,0,2,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
39,0,1,1,1,1,1,0,1,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
33,0,2,0,1,1,0,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
37,0,4,1,3,6,0,0,0,0,2,6,1,2,0,2,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,3,0,1,1,1,0,0,0,2,6,1,2,0,2,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
42,0,2,1,1,1,0,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
34,0,3,0,0,2,1,0,0,0,2,6,1,7,0,7,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
35,0,2,0,1,1,0,0,0,0,2,6,1,2,0,2,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
47,0,3,0,0,3,1,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
42,0,0,0,0,5,1,1,0,0,2,6,1,4,0,4,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
57,0,6,0,3,6,1,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
44,0,3,0,0,0,0,1,0,0,2,6,1,25,0,25,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
47,0,3,0,0,0,0,1,0,0,2,6,1,4,0,4,0,0,0,1.4,94.465,-41.8,4.96,5228.1,1
49,0,6,0,1,1,0,1,0,0,2,6,1,18,0,18,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
30,0,3,0,0,3,0,0,0,0,2,6,1,6,0,6,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
41,0,3,0,0,3,0,0,0,0,2,6,1,20,0,20,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,3,2,0,3,1,1,0,0,2,6,1,5,0,5,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
39,0,10,0,1,1,0,2,2,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
36,0,3,1,3,6,1,0,0,0,2,6,1,2,0,2,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
30,0,4,2,2,4,0,1,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
40,0,3,0,0,3,1,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
38,0,3,1,0,2,1,1,0,0,2,6,1,6,0,6,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
51,0,2,0,1,1,0,0,0,0,2,6,1,12,0,12,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
55,0,6,0,3,6,0,1,0,0,2,6,1,5,0,5,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
36,0,2,0,3,6,0,2,2,0,2,6,1,2,0,2,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
54,0,4,0,1,1,0,0,0,0,2,6,1,5,0,5,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
32,0,11,1,3,6,0,1,0,0,2,6,1,2,0,2,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
29,0,3,1,1,1,1,0,0,0,2,6,1,3,0,3,0,0,0,1.4,94.465,-41.8,4.96,5228.1,0
52,0,10,2,0,0,0,0,0,0,2,6,2,4,0,4,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
55,0,2,2,3,6,0,0,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
41,0,4,0,3,6,0,1,0,0,2,6,2,4,0,4,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
39,0,4,0,2,4,0,0,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,3,1,0,2,0,1,0,0,2,6,2,8,0,8,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
44,0,1,2,1,1,0,0,0,0,2,6,2,3,0,3,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
37,0,2,0,1,1,0,0,0,0,2,6,2,16,0,16,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,4,0,2,4,1,0,0,0,2,6,2,10,0,10,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
34,0,1,0,1,1,0,0,1,0,2,6,2,3,0,3,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
50,0,4,0,2,4,0,1,0,0,2,6,2,5,0,5,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
34,0,3,0,2,4,0,0,0,0,2,6,2,4,0,4,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
34,0,2,0,3,6,0,1,0,0,2,6,2,3,0,3,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,1,0,1,1,1,0,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
52,0,6,2,1,1,0,0,0,0,2,6,2,4,0,4,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
45,0,3,2,0,0,0,1,0,0,2,6,2,8,0,8,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
37,0,3,0,1,1,0,0,0,0,2,6,2,3,0,3,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
38,0,3,2,1,1,0,0,0,0,2,6,2,13,0,13,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
37,0,3,1,0,3,1,0,0,0,2,6,2,7,0,7,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
37,0,3,0,0,3,0,1,0,0,2,6,2,4,0,4,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
30,0,4,2,1,1,0,1,1,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
48,0,1,2,0,2,1,1,0,0,2,6,2,8,0,8,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
43,0,4,1,2,4,0,0,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
31,0,1,0,1,1,0,0,0,0,2,6,2,6,0,6,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
32,0,4,1,3,6,0,1,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
35,0,3,0,0,3,0,0,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
37,0,3,1,1,1,0,0,0,0,2,6,2,3,0,3,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
29,0,3,0,0,3,0,0,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
43,0,2,0,3,6,1,2,2,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
31,0,2,2,1,1,0,1,1,0,2,6,2,4,0,4,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
37,0,4,1,3,6,0,1,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
54,0,1,0,0,5,0,0,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
47,0,3,0,0,0,1,1,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
39,0,3,0,0,3,0,0,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
59,0,5,1,1,1,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
57,0,4,2,3,6,0,0,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
46,0,2,1,3,6,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
42,0,3,2,1,1,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
39,0,8,0,0,3,1,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
47,0,10,0,2,4,1,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
50,0,2,0,1,1,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
26,0,4,1,2,4,0,1,0,0,2,6,2,3,0,3,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
50,0,2,0,1,1,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
54,0,6,2,3,6,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
46,0,0,0,0,0,1,0,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
34,0,2,0,1,1,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
43,0,3,0,0,3,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
31,0,1,1,3,6,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
25,0,11,1,1,1,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,3,1,0,3,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
53,0,2,0,0,3,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
55,0,4,0,3,6,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
51,0,3,0,0,0,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
39,0,3,0,0,2,0,0,0,0,2,6,2,4,0,4,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
31,0,2,2,1,1,0,2,2,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
41,0,2,0,3,6,0,1,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
38,0,3,1,0,0,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
28,0,3,1,0,3,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
44,0,4,0,0,2,1,1,0,0,2,6,2,4,0,4,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
50,0,1,1,0,0,0,1,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
47,0,1,2,1,1,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
33,0,3,1,0,0,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,4,0,2,4,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
30,0,3,2,0,3,0,0,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
34,0,2,1,1,1,0,0,0,0,2,6,2,3,0,3,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
35,0,10,0,0,2,0,1,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
37,0,4,0,2,4,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
31,0,3,0,2,4,0,0,0,0,2,6,2,8,0,8,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
53,0,3,0,0,0,1,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
49,0,3,0,0,3,0,0,1,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
47,0,1,0,1,1,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
55,0,2,0,1,1,0,1,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
48,0,2,0,1,1,1,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
38,0,2,1,3,6,1,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,1
29,0,2,1,3,6,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
54,0,2,0,3,6,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
53,0,1,3,0,5,0,1,0,0,2,6,2,5,0,5,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,3,0,0,0,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
32,0,3,0,0,2,1,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
24,1,3,0,0,3,1,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
27,0,3,0,0,3,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
28,0,2,0,1,1,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
37,0,8,0,0,3,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,4,0,3,6,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
40,0,2,1,3,6,1,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
27,0,8,1,3,6,0,0,0,0,2,6,2,3,0,3,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
25,0,3,0,0,3,1,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
42,0,1,0,1,1,1,0,1,0,2,6,2,3,0,3,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,1,2,3,6,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
39,0,7,0,3,6,0,0,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
32,0,8,0,2,4,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
30,0,4,0,1,1,1,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
32,0,3,0,0,0,1,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
34,0,2,0,3,6,0,1,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
30,0,3,1,0,0,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
50,0,6,1,3,6,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
54,0,3,0,0,3,1,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
47,0,0,1,0,0,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
32,0,8,0,2,4,0,0,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
56,0,4,0,2,4,1,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
30,0,2,1,1,1,1,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
34,0,2,1,1,1,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
38,0,2,0,3,6,0,1,0,0,2,6,2,9,0,9,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
49,0,2,2,3,6,0,2,2,0,2,6,2,3,0,3,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
35,0,4,1,3,6,0,0,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
45,0,3,1,0,0,1,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
32,0,7,1,1,1,1,0,0,0,2,6,2,11,0,11,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
47,0,3,0,0,2,1,1,0,0,2,6,2,9,0,9,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,4,0,3,6,0,0,0,0,2,6,2,4,0,4,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
50,0,6,0,1,1,1,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
50,0,4,0,2,4,0,1,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
25,0,4,0,1,1,0,0,0,0,2,6,2,5,0,5,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
37,0,3,1,0,2,1,2,2,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
31,0,3,0,0,2,0,1,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
38,0,2,1,0,3,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
45,0,4,0,3,6,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,7,0,1,1,0,1,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
38,0,4,1,3,6,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,3,0,0,3,0,2,2,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,3,0,0,3,0,2,2,0,2,6,2,3,0,3,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
53,0,6,0,3,6,1,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
45,0,2,0,1,1,0,1,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
34,0,6,0,3,6,0,1,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
47,0,3,0,0,3,1,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
49,0,3,0,0,3,1,0,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
31,0,4,1,3,6,0,0,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
38,0,6,0,1,1,1,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
57,0,5,1,2,4,0,0,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
49,0,3,0,0,3,0,1,0,0,2,6,2,31,0,31,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
51,0,3,0,0,0,1,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
39,0,2,2,1,1,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
54,0,6,0,3,6,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
52,0,1,0,1,1,0,1,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
46,0,3,0,3,6,0,1,1,0,2,6,2,5,0,5,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
41,0,4,0,3,6,0,0,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
40,0,2,0,1,1,0,2,2,0,2,6,2,6,0,6,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
38,0,3,0,0,3,1,1,0,0,2,6,2,4,0,4,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
37,0,3,0,1,1,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
31,0,1,0,1,1,1,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
48,0,3,0,0,2,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
44,0,4,2,2,4,0,0,1,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,4,1,3,6,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
32,0,8,0,0,3,0,2,2,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
27,0,10,1,3,6,0,0,0,0,2,6,2,3,0,3,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
35,0,3,0,0,3,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
33,0,3,0,0,3,1,0,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
37,0,4,0,2,4,1,1,1,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
36,0,4,0,1,1,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
39,0,3,0,0,2,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
33,0,10,0,3,6,0,1,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
45,0,9,0,0,5,0,0,0,0,2,6,2,4,0,4,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
30,0,3,0,0,2,0,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
44,0,4,1,0,5,0,1,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
42,0,3,0,0,3,1,0,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
32,0,6,1,3,6,0,1,0,0,2,6,2,2,0,2,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
37,0,2,0,1,1,0,1,0,0,2,6,2,1,0,1,0,0,0,1.4,94.465,-41.8,4.961,5228.1,0
